"species","class","order","family","source"
"Embernagra longicauda","Aves","Passeriformes","Thraupidae","faunabr"
"Compsothraupis loricata","Aves","Passeriformes","Thraupidae","faunabr"
"Nemosia rourei","Aves","Passeriformes","Thraupidae","faunabr"
"Parkerthraustes humeralis","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus cinereus","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus lateralis","Aves","Passeriformes","Thraupidae","faunabr"
"Microspingus melanoleucus","Aves","Passeriformes","Thraupidae","faunabr"
"Porphyrospiza caerulescens","Aves","Passeriformes","Thraupidae","faunabr"
"Saltatricula atricollis","Aves","Passeriformes","Thraupidae","faunabr"
"Saltatricula multicolor","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila albogularis","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila ardesiaca","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila maximiliani","Aves","Passeriformes","Thraupidae","faunabr"
"Sporophila nigrorufa","Aves","Passeriformes","Thraupidae","faunabr"
"Conothraupis mesoleuca","Aves","Passeriformes","Thraupidae","faunabr"
"Tachyphonus phoenicius","Aves","Passeriformes","Thraupidae","faunabr"
"Gubernatrix cristata","Aves","Passeriformes","Thraupidae","faunabr"
"Paroaria baeri","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara cyanomelas","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara cyanoventris","Aves","Passeriformes","Thraupidae","faunabr"
"Tangara fastuosa","Aves","Passeriformes","Thraupidae","faunabr"
"Laniisoma elegans","Aves","Passeriformes","Tityridae","faunabr"
"Laniocera hypopyrra","Aves","Passeriformes","Tityridae","faunabr"
"Cantorchilus guarayanus","Aves","Passeriformes","Troglodytidae","faunabr"
"Catharus swainsoni","Aves","Passeriformes","Turdidae","faunabr"
"Turdus lawrencii","Aves","Passeriformes","Turdidae","faunabr"
"Turdus sanchezorum","Aves","Passeriformes","Turdidae","faunabr"
"Ornithion inerme","Aves","Passeriformes","Tyrannidae","faunabr"
"Phyllomyias reiseri","Aves","Passeriformes","Tyrannidae","faunabr"
"Polystictus superciliaris","Aves","Passeriformes","Tyrannidae","faunabr"
"Serpophaga griseicapilla","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannulus elatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Zimmerius acer","Aves","Passeriformes","Tyrannidae","faunabr"
"Contopus virens","Aves","Passeriformes","Tyrannidae","faunabr"
"Fluvicola albiventer","Aves","Passeriformes","Tyrannidae","faunabr"
"Guyramemua affine","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus franciscanus","Aves","Passeriformes","Tyrannidae","faunabr"
"Knipolegus hudsoni","Aves","Passeriformes","Tyrannidae","faunabr"
"Lessonia rufa","Aves","Passeriformes","Tyrannidae","faunabr"
"Muscisaxicola capistratus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila cinnamomeus","Aves","Passeriformes","Tyrannidae","faunabr"
"Casiornis fuscus","Aves","Passeriformes","Tyrannidae","faunabr"
"Ramphotrigon ruficauda","Aves","Passeriformes","Tyrannidae","faunabr"
"Sirystes subcanescens","Aves","Passeriformes","Tyrannidae","faunabr"
"Tyrannopsis sulphurea","Aves","Passeriformes","Tyrannidae","faunabr"
"Vireo gracilirostris","Aves","Passeriformes","Vireonidae","faunabr"
"Egretta gularis","Aves","Pelecaniformes","Ardeidae","faunabr"
"Campephilus leucopogon","Aves","Piciformes","Picidae","faunabr"
"Celeus obrieni","Aves","Piciformes","Picidae","faunabr"
"Celeus ochraceus","Aves","Piciformes","Picidae","faunabr"
"Celeus undatus","Aves","Piciformes","Picidae","faunabr"
"Melanerpes cactorum","Aves","Piciformes","Picidae","faunabr"
"Piculus chrysochloros","Aves","Piciformes","Picidae","faunabr"
"Piculus polyzonus","Aves","Piciformes","Picidae","faunabr"
"Picumnus exilis","Aves","Piciformes","Picidae","faunabr"
"Picumnus limae","Aves","Piciformes","Picidae","faunabr"
"Picumnus pernambucensis","Aves","Piciformes","Picidae","faunabr"
"Picumnus pygmaeus","Aves","Piciformes","Picidae","faunabr"
"Veniliornis maculifrons","Aves","Piciformes","Picidae","faunabr"
"Selenidera gouldii","Aves","Piciformes","Ramphastidae","faunabr"
"Alipiopsitta xanthops","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona farinosa","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona pretrei","Aves","Psittaciformes","Psittacidae","faunabr"
"Amazona rhodocorytha","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus glaucus","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus hyacinthinus","Aves","Psittaciformes","Psittacidae","faunabr"
"Anodorhynchus leari","Aves","Psittaciformes","Psittacidae","faunabr"
"Aratinga jandaya","Aves","Psittaciformes","Psittacidae","faunabr"
"Aratinga nenday","Aves","Psittaciformes","Psittacidae","faunabr"
"Cyanopsitta spixii","Aves","Psittaciformes","Psittacidae","faunabr"
"Eupsittula aurea","Aves","Psittaciformes","Psittacidae","faunabr"
"Forpus modestus","Aves","Psittaciformes","Psittacidae","faunabr"
"Forpus sclateri","Aves","Psittaciformes","Psittacidae","faunabr"
"Orthopsittaca manilatus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pionus menstruus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pionus reichenowi","Aves","Psittaciformes","Psittacidae","faunabr"
"Primolius auricollis","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrilia vulturina","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura coerulescens","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura cruentata","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura devillei","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura griseipectus","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura leucotis","Aves","Psittaciformes","Psittacidae","faunabr"
"Pyrrhura pfrimeri","Aves","Psittaciformes","Psittacidae","faunabr"
"Touit surdus","Aves","Psittaciformes","Psittacidae","faunabr"
"Glaucidium mooreorum","Aves","Strigiformes","Strigidae","faunabr"
"Megascops alagoensis","Aves","Strigiformes","Strigidae","faunabr"
"Megascops ater","Aves","Strigiformes","Strigidae","faunabr"
"Crypturellus cinereus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus strigulosus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus variegatus","Aves","Tinamiformes","Tinamidae","faunabr"
"Crypturellus zabele","Aves","Tinamiformes","Tinamidae","faunabr"
"Nothura boraquira","Aves","Tinamiformes","Tinamidae","faunabr"
"Nothura minor","Aves","Tinamiformes","Tinamidae","faunabr"
"Taoniscus nanus","Aves","Tinamiformes","Tinamidae","faunabr"
"Tinamus guttatus","Aves","Tinamiformes","Tinamidae","faunabr"
"Trogon chrysochloros","Aves","Trogoniformes","Trogonidae","faunabr"
"Trogon muriciensis","Aves","Trogoniformes","Trogonidae","faunabr"
"Brachycephalus actaeus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus albolineatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus auroguttatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus mariaeterezae","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus olivaceus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus verrucosus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus fuscolineatus","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus boticario","Amphibia","Anura","Brachycephalidae","faunabr"
"Crossodactylodes serranegra","Amphibia","Anura","Leptodactylidae","faunabr"
"Crossodactylodes teixeirai","Amphibia","Anura","Leptodactylidae","faunabr"
"Melanophryniscus milanoi","Amphibia","Anura","Bufonidae","faunabr"
"Melanophryniscus xanthostomus","Amphibia","Anura","Bufonidae","faunabr"
"Marmosops woodalli","Mammalia","Didelphimorphia","Didelphidae","faunabr"
"Fritziana izecksohni","Amphibia","Anura","Hemiphractidae","faunabr"
"Fritziana ulei","Amphibia","Anura","Hemiphractidae","faunabr"
"Brachycephalus clarissae","Amphibia","Anura","Brachycephalidae","faunabr"
"Brachycephalus darkside","Amphibia","Anura","Brachycephalidae","faunabr"
"Lithodytes lineatus","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera guarani","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera kweti","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhipidomys bezerrensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Rhipidomys caracolensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Spheniscus magellanicus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Myotis pampa","Mammalia","Chiroptera","Vespertilionidae","faunabr"
"Aptenodytes patagonicus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Eudyptes chrysolophus","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Eudyptes chrysocome","Aves","Sphenisciformes","Spheniscidae","faunabr"
"Aplastodiscus heterophonicus","Amphibia","Anura","Hylidae","faunabr"
"Aplastodiscus aulophonus","Amphibia","Anura","Hylidae","faunabr"
"Lichonycteris obscura","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aplastodiscus lutzorum","Amphibia","Anura","Hylidae","faunabr"
"Rhipidomys baturiteensis","Mammalia","Rodentia","Cricetidae","faunabr"
"Rhipidomys cearanus","Mammalia","Rodentia","Cricetidae","faunabr"
"Fritziana mitus","Amphibia","Anura","Hemiphractidae","faunabr"
"Fritziana tonimi","Amphibia","Anura","Hemiphractidae","faunabr"
"Leptodactylus avivoca","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus barrioi","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus brevipes","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus kilombo","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus luctator","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus paranaru","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus payaya","Amphibia","Anura","Leptodactylidae","faunabr"
"Leptodactylus watu","Amphibia","Anura","Leptodactylidae","faunabr"
"Adenomera cantitata","Amphibia","Anura","Leptodactylidae","faunabr"
"Rhinella diptycha","Amphibia","Anura","Bufonidae","faunabr"
"Spatula platalea","Aves","Anseriformes","Anatidae","faunabr"
"Molossus melini","Mammalia","Chiroptera","Molossidae","faunabr"
"Lonchophylla inexpectata","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Aburria cujubi","Aves","Galliformes","Cracidae","faunabr"
"Aburria cumanensis","Aves","Galliformes","Cracidae","faunabr"
"Agelasticus atroolivaceus","Aves","Passeriformes","Icteridae","faunabr"
"Akodon azarae","Mammalia","Rodentia","Cricetidae","faunabr"
"Amazona ochrocephala","Aves","Psittaciformes","Psittacidae","faunabr"
"Anabacerthia ruficaudata","Aves","Passeriformes","Furnariidae","faunabr"
"Anous minutus","Aves","Charadriiformes","Sternidae","faunabr"
"Anous stolidus","Aves","Charadriiformes","Sternidae","faunabr"
"Asio clamator","Aves","Strigiformes","Strigidae","faunabr"
"Asthenes pyrrholeuca","Aves","Passeriformes","Furnariidae","faunabr"
"Atticora tibialis","Aves","Passeriformes","Hirundinidae","faunabr"
"Attila bolivianus","Aves","Passeriformes","Tyrannidae","faunabr"
"Attila spadiceus","Aves","Passeriformes","Tyrannidae","faunabr"
"Augastes scutatus","Aves","Apodiformes","Trochilidae","faunabr"
"Automolus rufipileatus","Aves","Passeriformes","Furnariidae","faunabr"
"Bothrops bilineatus","Reptilia","Squamata","Viperidae","faunabr"
"Brachygalba lugubris","Aves","Galbuliformes","Galbulidae","faunabr"
"Brotogeris chrysoptera","Aves","Psittaciformes","Psittacidae","faunabr"
"Bubulcus ibis","Aves","Pelecaniformes","Ardeidae","faunabr"
"Burhinus bistriatus","Aves","Charadriiformes","Burhinidae","faunabr"
"Cacicus cela","Aves","Passeriformes","Icteridae","faunabr"
"Caiman crocodilus","Reptilia","Crocodylia","Alligatoridae","faunabr"
"Caryothraustes canadensis","Aves","Passeriformes","Cardinalidae","faunabr"
"Celeus flavus","Aves","Piciformes","Picidae","faunabr"
"Celeus torquatus","Aves","Piciformes","Picidae","faunabr"
"Cercomacra cinerascens","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cercomacroides laeta","Aves","Passeriformes","Thamnophilidae","faunabr"
"Certhiasomus stictolaemus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Chaetura brachyura","Aves","Apodiformes","Apodidae","faunabr"
"Chaetura chapmani","Aves","Apodiformes","Apodidae","faunabr"
"Charadrius wilsonia","Aves","Charadriiformes","Charadriidae","faunabr"
"Chionomesa fimbriata","Aves","Apodiformes","Trochilidae","faunabr"
"Chionomesa lactea","Aves","Apodiformes","Trochilidae","faunabr"
"Chlidonias niger","Aves","Charadriiformes","Sternidae","faunabr"
"Chloephaga picta","Aves","Anseriformes","Anatidae","faunabr"
"Chlorestes cyanus","Aves","Apodiformes","Trochilidae","faunabr"
"Chlorestes notata","Aves","Apodiformes","Trochilidae","faunabr"
"Chlorostilbon mellisugus","Aves","Apodiformes","Trochilidae","faunabr"
"Chrysomus icterocephalus","Aves","Passeriformes","Icteridae","faunabr"
"Chrysuronia leucogaster","Aves","Apodiformes","Trochilidae","faunabr"
"Cichlopsis leucogenys","Aves","Passeriformes","Turdidae","faunabr"
"Coccycua minuta","Aves","Cuculiformes","Cuculidae","faunabr"
"Colibri delphinae","Aves","Apodiformes","Trochilidae","faunabr"
"Coryphospingus pileatus","Aves","Passeriformes","Thraupidae","faunabr"
"Corythopis torquatus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Cranioleuca semicinerea","Aves","Passeriformes","Furnariidae","faunabr"
"Crypturellus soui","Aves","Tinamiformes","Tinamidae","faunabr"
"Cuculus canorus","Aves","Cuculiformes","Cuculidae","faunabr"
"Cyanerpes caeruleus","Aves","Passeriformes","Thraupidae","faunabr"
"Cyanophonia Cyanophonia","Aves","Passeriformes","Fringillidae","faunabr"
"Cymbilaimus lineatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Cypsnagra hirundinacea","Aves","Passeriformes","Thraupidae","faunabr"
"Dendrocolaptes picumnus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Dendroma erythroptera","Aves","Passeriformes","Furnariidae","faunabr"
"Dendroma rufa","Aves","Passeriformes","Furnariidae","faunabr"
"Dendroplex picus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Diclidurus albus","Mammalia","Chiroptera","Emballonuridae","faunabr"
"Diopsittaca nobilis","Aves","Psittaciformes","Psittacidae","faunabr"
"Discosura langsdorffi","Aves","Apodiformes","Trochilidae","faunabr"
"Egretta garzetta","Aves","Pelecaniformes","Ardeidae","faunabr"
"Egretta tricolor","Aves","Pelecaniformes","Ardeidae","faunabr"
"Electron platyrhynchum","Aves","Coraciiformes","Momotidae","faunabr"
"Epinecrophylla leucophthalma","Aves","Passeriformes","Thamnophilidae","faunabr"
"Euphonia xanthogaster","Aves","Passeriformes","Fringillidae","faunabr"
"Eupsittula cactorum","Aves","Psittaciformes","Psittacidae","faunabr"
"Eurypyga helias","Aves","Eurypygiformes","Eurypygidae","faunabr"
"Euscarthmus rufomarginatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Falco aesalon","Aves","Falconiformes","Falconidae","faunabr"
"Falco tinnunculus","Aves","Falconiformes","Falconidae","faunabr"
"Florisuga mellivora","Aves","Apodiformes","Trochilidae","faunabr"
"Formicarius analis","Aves","Passeriformes","Formicariidae","faunabr"
"Formicivora grisea","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora melanogaster","Aves","Passeriformes","Thamnophilidae","faunabr"
"Formicivora serrana","Aves","Passeriformes","Thamnophilidae","faunabr"
"Fregata minor","Aves","Suliformes","Fregatidae","faunabr"
"Furnarius figulus","Aves","Passeriformes","Furnariidae","faunabr"
"Furnarius leucopus","Aves","Passeriformes","Furnariidae","faunabr"
"Galbula dea","Aves","Galbuliformes","Galbulidae","faunabr"
"Gallinula galeata","Aves","Gruiformes","Rallidae","faunabr"
"Gelochelidon nilotica","Aves","Charadriiformes","Sternidae","faunabr"
"Geositta cunicularia","Aves","Passeriformes","Scleruridae","faunabr"
"Geranoaetus albicaudatus","Aves","Accipitriformes","Accipitridae","faunabr"
"Glyphorynchus spirurus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Griseotyrannus aurantioatrocristatus","Aves","Passeriformes","Tyrannidae","faunabr"
"Heliomaster longirostris","Aves","Apodiformes","Trochilidae","faunabr"
"Hemithraupis flavicollis","Aves","Passeriformes","Thraupidae","faunabr"
"Hemitriccus griseipectus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Hemitriccus striaticollis","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Herpsilochmus frater","Aves","Passeriformes","Thamnophilidae","faunabr"
"Hieraspiza superciliosus","Aves","Accipitriformes","Accipitridae","faunabr"
"Hydrobates leucorhoa","Aves","Procellariiformes","Hydrobatidae","faunabr"
"Hydropsalis longirostris","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Hylophilus semicinereus","Aves","Passeriformes","Vireonidae","faunabr"
"Hylophilus thoracicus","Aves","Passeriformes","Vireonidae","faunabr"
"Hylophylax naevius","Aves","Passeriformes","Thamnophilidae","faunabr"
"Hypocnemoides maculicauda","Aves","Passeriformes","Thamnophilidae","faunabr"
"Icterus pyrrhopterus","Aves","Passeriformes","Icteridae","faunabr"
"Iodopleura isabellae","Aves","Passeriformes","Tityridae","faunabr"
"Isleria hauxwelli","Aves","Passeriformes","Thamnophilidae","faunabr"
"Jacamerops aureus","Aves","Galbuliformes","Galbulidae","faunabr"
"Kinosternon scorpioides","Reptilia","Testudines","Kinosternidae","faunabr"
"Knipolegus aterrimus","Aves","Passeriformes","Tyrannidae","faunabr"
"Larus fuscus","Aves","Charadriiformes","Laridae","faunabr"
"Laterallus flaviventer","Aves","Gruiformes","Rallidae","faunabr"
"Lepidothrix iris","Aves","Passeriformes","Pipridae","faunabr"
"Leucophaeus atricilla","Aves","Charadriiformes","Laridae","faunabr"
"Limnodromus griseus","Aves","Charadriiformes","Scolopacidae","faunabr"
"Loriotus luctuosus","Aves","Passeriformes","Thraupidae","faunabr"
"Machaeropterus pyrocephalus","Aves","Passeriformes","Pipridae","faunabr"
"Malacoptila rufa","Aves","Galbuliformes","Bucconidae","faunabr"
"Mastigodryas boddaerti","Reptilia","Squamata","Colubridae","faunabr"
"Microcerculus marginatus","Aves","Passeriformes","Troglodytidae","faunabr"
"Micropygia schomburgkii","Aves","Gruiformes","Rallidae","faunabr"
"Micrurus hemprichii","Reptilia","Squamata","Elapidae","faunabr"
"Micrurus spixii","Reptilia","Squamata","Elapidae","faunabr"
"Milvus migrans","Aves","Accipitriformes","Accipitridae","faunabr"
"Mimus gilvus","Aves","Passeriformes","Mimidae","faunabr"
"Mionectes oleagineus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Monasa morphoeus","Aves","Galbuliformes","Bucconidae","faunabr"
"Monasa nigrifrons","Aves","Galbuliformes","Bucconidae","faunabr"
"Mustelirallus albicollis","Aves","Gruiformes","Rallidae","faunabr"
"Myiarchus tuberculifer","Aves","Passeriformes","Tyrannidae","faunabr"
"Myiopagis gaimardii","Aves","Passeriformes","Tyrannidae","faunabr"
"Myiozetetes luteiventris","Aves","Passeriformes","Tyrannidae","faunabr"
"Myrmoborus leucophrys","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmoderus ruficauda","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmophylax atrothorax","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmorchilus strigilatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula axillaris","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula longipennis","Aves","Passeriformes","Thamnophilidae","faunabr"
"Myrmotherula menetriesii","Aves","Passeriformes","Thamnophilidae","faunabr"
"Nannochordeiles pusillus","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Nannopterum brasilianus","Aves","Suliformes","Phalacrocoracidae","faunabr"
"Nengetus cinereus","Aves","Passeriformes","Tyrannidae","faunabr"
"Neomorphus geoffroyi","Aves","Cuculiformes","Cuculidae","faunabr"
"Nonnula ruficapilla","Aves","Galbuliformes","Bucconidae","faunabr"
"Notharchus hyperrhynchus","Aves","Galbuliformes","Bucconidae","faunabr"
"Notharchus tectus","Aves","Galbuliformes","Bucconidae","faunabr"
"Nyctibius grandis","Aves","Nyctibiiformes","Nyctibiidae","faunabr"
"Nyctidromus hirundinaceus","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Nyctiprogne leucopyga","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Onychoprion fuscatus","Aves","Charadriiformes","Sternidae","faunabr"
"Oreopholus ruficollis","Aves","Charadriiformes","Charadriidae","faunabr"
"Ortalis canicollis","Aves","Galliformes","Cracidae","faunabr"
"Ortalis guttata","Aves","Galliformes","Cracidae","faunabr"
"Pachyramphus rufus","Aves","Passeriformes","Tityridae","faunabr"
"Pelagodroma marina","Aves","Procellariiformes","Hydrobatidae","faunabr"
"Phaethon aethereus","Aves","Phaethontiformes","Phaethontidae","faunabr"
"Phaethon lepturus","Aves","Phaethontiformes","Phaethontidae","faunabr"
"Phaethornis margarettae","Aves","Apodiformes","Trochilidae","faunabr"
"Phaethornis superciliosus","Aves","Apodiformes","Trochilidae","faunabr"
"Pheugopedius coraya","Aves","Passeriformes","Troglodytidae","faunabr"
"Pheugopedius genibarbis","Aves","Passeriformes","Troglodytidae","faunabr"
"Philohydor lictor","Aves","Passeriformes","Tyrannidae","faunabr"
"Philydor erythrocercum","Aves","Passeriformes","Furnariidae","faunabr"
"Pionites leucogaster","Aves","Psittaciformes","Psittacidae","faunabr"
"Pipra aureola","Aves","Passeriformes","Pipridae","faunabr"
"Platalea leucorodia","Aves","Pelecaniformes","Threskiornithidae","faunabr"
"Platyrinchus saturatus","Aves","Passeriformes","Platyrinchidae","faunabr"
"Podager nacunda","Aves","Caprimulgiformes","Caprimulgidae","faunabr"
"Podicephorus major","Aves","Podicipediformes","Podicipedidae","faunabr"
"Poecilotriccus fumifrons","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Poecilotriccus sylvia","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Porphyriops melanops","Aves","Gruiformes","Rallidae","faunabr"
"Procnias averano","Aves","Passeriformes","Cotingidae","faunabr"
"Proechimys roberti","Mammalia","Rodentia","Echimyidae","faunabr"
"Pseudastur albicollis","Aves","Accipitriformes","Accipitridae","faunabr"
"Pseudoeryx plicatilis","Reptilia","Squamata","Dipsadidae","faunabr"
"Pseudopipra pipra","Aves","Passeriformes","Pipridae","faunabr"
"Pteroglossus bitorquatus","Aves","Piciformes","Ramphastidae","faunabr"
"Pteroglossus inscriptus","Aves","Piciformes","Ramphastidae","faunabr"
"Puffinus lherminieri","Aves","Procellariiformes","Procellariidae","faunabr"
"Pygiptila stellaris","Aves","Passeriformes","Thamnophilidae","faunabr"
"Pyriglena leuconota","Aves","Passeriformes","Thamnophilidae","faunabr"
"Pyriglena maura","Aves","Passeriformes","Thamnophilidae","faunabr"
"Ramphastos tucanus","Aves","Piciformes","Ramphastidae","faunabr"
"Rhinoclemmys punctularia","Reptilia","Testudines","Geoemydidae","faunabr"
"Rhynchocyclus olivaceus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Saltator aurantiirostris","Aves","Passeriformes","Thraupidae","faunabr"
"Saltator grossus","Aves","Passeriformes","Thraupidae","faunabr"
"Saltator maximus","Aves","Passeriformes","Thraupidae","faunabr"
"Schiffornis turdina","Aves","Passeriformes","Tityridae","faunabr"
"Sclateria naevia","Aves","Passeriformes","Thamnophilidae","faunabr"
"Sclerurus caudacutus","Aves","Passeriformes","Scleruridae","faunabr"
"Sclerurus macconnelli","Aves","Passeriformes","Scleruridae","faunabr"
"Sclerurus rufigularis","Aves","Passeriformes","Scleruridae","faunabr"
"Scotomyias roraimae","Aves","Passeriformes","Tyrannidae","faunabr"
"Sicalis columbiana","Aves","Passeriformes","Thraupidae","faunabr"
"Stercorarius longicaudus","Aves","Charadriiformes","Stercorariidae","faunabr"
