"species","class","order","family","source"
"Sternula antillarum","Aves","Charadriiformes","Sternidae","faunabr"
"Stigmatura budytoides","Aves","Passeriformes","Tyrannidae","faunabr"
"Stigmatura napensis","Aves","Passeriformes","Tyrannidae","faunabr"
"Stilpnia cyanicollis","Aves","Passeriformes","Thraupidae","faunabr"
"Sula sula","Aves","Suliformes","Sulidae","faunabr"
"Synallaxis gujanensis","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis rutilans","Aves","Passeriformes","Furnariidae","faunabr"
"Synallaxis scutata","Aves","Passeriformes","Furnariidae","faunabr"
"Taeniotriccus andrei","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Tamatia tamatia","Aves","Galbuliformes","Bucconidae","faunabr"
"Tangara mexicana","Aves","Passeriformes","Thraupidae","faunabr"
"Terenotriccus erythrurus","Aves","Passeriformes","Onychorhynchidae","faunabr"
"Thamnomanes caesius","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus aethiops","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus amazonicus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thamnophilus palliatus","Aves","Passeriformes","Thamnophilidae","faunabr"
"Thectocercus acuticaudatus","Aves","Psittaciformes","Psittacidae","faunabr"
"Thinocorus rumicivorus","Aves","Charadriiformes","Thinocoridae","faunabr"
"Thraupis episcopus","Aves","Passeriformes","Thraupidae","faunabr"
"Tinamus tao","Aves","Tinamiformes","Tinamidae","faunabr"
"Todirostrum maculatum","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Tolmomyias assimilis","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Tolmomyias flaviventris","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Tolmomyias poliocephalus","Aves","Passeriformes","Rhynchocyclidae","faunabr"
"Touit purpuratus","Aves","Psittaciformes","Psittacidae","faunabr"
"Trinomys albispinus","Mammalia","Rodentia","Echimyidae","faunabr"
"Trogon collaris","Aves","Trogoniformes","Trogonidae","faunabr"
"Trogon curucui","Aves","Trogoniformes","Trogonidae","faunabr"
"Trogon ramonianus","Aves","Trogoniformes","Trogonidae","faunabr"
"Turdus nudigenis","Aves","Passeriformes","Turdidae","faunabr"
"Tyranniscus burmeisteri","Aves","Passeriformes","Tyrannidae","faunabr"
"Uroderma bilobatum","Mammalia","Chiroptera","Phyllostomidae","faunabr"
"Uropelia campestris","Aves","Columbiformes","Columbidae","faunabr"
"Urubitinga urubitinga","Aves","Accipitriformes","Accipitridae","faunabr"
"Veniliornis affinis","Aves","Piciformes","Picidae","faunabr"
"Veniliornis mixtus","Aves","Piciformes","Picidae","faunabr"
"Vireo chivi","Aves","Passeriformes","Vireonidae","faunabr"
"Xenodon rabdocephalus","Reptilia","Squamata","Dipsadidae","faunabr"
"Xiphocolaptes falcirostris","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphocolaptes major","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphorhynchus guttatoides","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphorhynchus guttatus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Xiphorhynchus obsoletus","Aves","Passeriformes","Dendrocolaptidae","faunabr"
"Brachycephalus pitanga","Amphibia","Anura","Brachycephalidae","gbif_faunabr"
"Sphaenorhynchus carneus","Amphibia","Anura","Hylidae","gbif_faunabr"
"Brachycephalus pulex","Amphibia","Anura","Brachycephalidae","gbif_faunabr"
"Pristimantis delius","Amphibia","Anura","Craugastoridae","gbif_faunabr"
"Boana geographicus","Amphibia","Anura","Hylidae","gbif_faunabr"
"Boana latistriatus","Amphibia","Anura","Hylidae","gbif_faunabr"
"Boana stenocephalus","Amphibia","Anura","Hylidae","gbif_faunabr"
"Harttia gracilis","Actinopterygii","Siluriformes","Loricariidae","gbif_faunabr"
"Chelonoidis denticulata","Reptilia","Testudines","Testudinidae","gbif_faunabr"
"Chiasmocleis alagoanus","Amphibia","Anura","Microhylidae","gbif_faunabr"
"Boana marginatus","Amphibia","Anura","Hylidae","gbif_faunabr"
"Carollia brevicauda","Mammalia","Chiroptera","Phyllostomidae","gbif_faunabr"
"Balaenoptera bonaërensis","Mammalia","Artiodactyla","Balaenopteridae","gbif_faunabr"
"Corallus hortulanus","Reptilia","Squamata","Boidae","gbif_faunabr"
"Pipa pipa","Amphibia","Anura","Pipidae","gbif_faunabr"
"Gardnerycteris crenulata","Mammalia","Chiroptera","Phyllostomidae","gbif_faunabr"
"Lasiurus blossevilli","Mammalia","Chiroptera","Vespertilionidae","gbif_faunabr"
"Ololygon agilis","Amphibia","Anura","Hylidae","gbif_only"
"Oreophylax moreirae","Aves","Passeriformes","Furnariidae","gbif_only"
"Dendrophryniscus haddadi","Amphibia","Anura","Bufonidae","gbif_only"
"Oxymycterus roberti","Mammalia","Rodentia","Cricetidae","gbif_only"
"Melanophryniscus stelzneri","Amphibia","Anura","Bufonidae","gbif_only"
"Salvator rufescens","Squamata",NA,"Teiidae","gbif_only"
"Micoureus paraguayanus","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Brachycephalus quiririensis","Amphibia","Anura","Brachycephalidae","gbif_only"
"Cercomacra laeta","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Eleutherodactylus planirostris","Amphibia","Anura","Eleutherodactylidae","gbif_only"
"Tropidurus lagunablanca","Squamata",NA,"Tropiduridae","gbif_only"
"Taubatornis campbelli","Aves","Accipitriformes","Cathartidae","gbif_only"
"Otaria byronia","Mammalia","Carnivora","Otariidae","gbif_only"
"Pleurodema borellii","Amphibia","Anura","Leptodactylidae","gbif_only"
"Pipile cumanensis","Aves","Galliformes","Cracidae","gbif_only"
"Lagenorhynchus acutus","Mammalia","Cetacea","Delphinidae","gbif_only"
"Ololygon melanodactyla","Amphibia","Anura","Hylidae","gbif_only"
"Anolis porcatus","Squamata",NA,"Dactyloidae","gbif_only"
"Vitreorana assuh","Amphibia","Anura","Centrolenidae","gbif_only"
"Centrolene buckleyi","Amphibia","Anura","Centrolenidae","gbif_only"
"Eimeria ferreirai","Aves","Columbiformes","Columbidae","gbif_only"
"Ololygon heyeri","Amphibia","Anura","Hylidae","gbif_only"
"Pipra rubrocapilla","Aves","Passeriformes","Pipridae","gbif_only"
"Glaucomastix abaetensis","Squamata",NA,"Teiidae","gbif_only"
"Chironius gouveai","Squamata",NA,"Colubridae","gbif_only"
"Trogon strigilatus","Aves","Trogoniformes","Trogonidae","gbif_only"
"Waincophis cameratus","Squamata",NA,"Boidae","gbif_only"
"Ameivula abalosi","Squamata",NA,"Teiidae","gbif_only"
"Oxymycterus misionalis","Mammalia","Rodentia","Cricetidae","gbif_only"
"Cercomacra tyrannina","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Anthus chacoensis","Aves","Passeriformes","Motacillidae","gbif_only"
"Bothrops asper","Squamata",NA,"Viperidae","gbif_only"
"Didelphopsis cabrerai","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Artibeus fraterculus","Mammalia","Chiroptera","Phyllostomidae","gbif_only"
"Curaeus forbesi","Aves","Passeriformes","Icteridae","gbif_only"
"Ophiodes intermedius","Squamata",NA,"Diploglossidae","gbif_only"
"Natalus stramineus","Mammalia","Chiroptera","Natalidae","gbif_only"
"Ololygon carnevallii","Amphibia","Anura","Hylidae","gbif_only"
"Phyllopezus diamantino","Squamata",NA,"Phyllodactylidae","gbif_only"
"Akodon varius","Mammalia","Rodentia","Cricetidae","gbif_only"
"Phyllodytes megatympanum","Amphibia","Anura","Hylidae","gbif_only"
"Nasua narica","Mammalia","Carnivora","Procyonidae","gbif_only"
"Dasypterus ega","Mammalia","Chiroptera","Vespertilionidae","gbif_only"
"Eulampis jugularis","Aves","Apodiformes","Trochilidae","gbif_only"
"Adelophryne glandulata","Amphibia","Anura","Eleutherodactylidae","gbif_only"
"Scinax tropicalia","Amphibia","Anura","Hylidae","gbif_only"
"Anolis equestris","Squamata",NA,"Dactyloidae","gbif_only"
"Ololygon strigilata","Amphibia","Anura","Hylidae","gbif_only"
"Hyloscirtus platydactylus","Amphibia","Anura","Hylidae","gbif_only"
"Nyctibius jamaicensis","Aves","Nyctibiiformes","Nyctibiidae","gbif_only"
"Jacana spinosa","Aves","Charadriiformes","Jacanidae","gbif_only"
"Vitreorana baliomma","Amphibia","Anura","Centrolenidae","gbif_only"
"Chaetura andrei","Aves","Apodiformes","Apodidae","gbif_only"
"Megaelosia boticariana","Amphibia","Anura","Hylodidae","gbif_only"
"Erythrolamprus bizona","Squamata",NA,"Colubridae","gbif_only"
"Nothoprocta cinerascens","Aves","Tinamiformes","Tinamidae","gbif_only"
"Buteo ventralis","Aves","Accipitriformes","Accipitridae","gbif_only"
"Coccyzus cinereus","Aves","Cuculiformes","Cuculidae","gbif_only"
"Ololygon peixotoi","Amphibia","Anura","Hylidae","gbif_only"
"Proceratophrys pombali","Amphibia","Anura","Odontophrynidae","gbif_only"
"Bothrops lanceolatus","Squamata",NA,"Viperidae","gbif_only"
"Periprotodidelphis bergqvistae","Mammalia","Didelphimorphia","Protodidelphidae","gbif_only"
"Sylvilagus tapetillus","Mammalia","Lagomorpha","Leporidae","gbif_only"
"Chacophrys pierottii","Amphibia","Anura","Ceratophryidae","gbif_only"
"Anisolepis longicauda","Squamata",NA,"Leiosauridae","gbif_only"
"Brasilemys josai","Testudines",NA,"Podocnemididae","gbif_only"
"Micronycteris brosseti","Mammalia","Chiroptera","Phyllostomidae","gbif_only"
"Gallus gallus","Aves","Galliformes","Phasianidae","gbif_only"
"Sakesphorus cristatus","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Sciurus spadiceus","Mammalia","Rodentia","Sciuridae","gbif_only"
"Anolis meridionalis","Squamata",NA,"Dactyloidae","gbif_only"
"Brasiliscincus caissara","Squamata",NA,"Scincidae","gbif_only"
"Chlorospingus pileatus","Aves","Passeriformes","Passerellidae","gbif_only"
"Pulsatrix melanota","Aves","Strigiformes","Strigidae","gbif_only"
"Psittacula eupatria","Aves","Psittaciformes","Psittacidae","gbif_only"
"Apostolepis mariae","Squamata",NA,"Colubridae","gbif_only"
"Porzana spiloptera","Aves","Gruiformes","Rallidae","gbif_only"
"Ramphastos ariel","Aves","Piciformes","Ramphastidae","gbif_only"
"Columbina inca","Aves","Columbiformes","Columbidae","gbif_only"
"Physalaemus carrizorum","Amphibia","Anura","Leptodactylidae","gbif_only"
"Dendropsophus tapacurensis","Amphibia","Anura","Hylidae","gbif_only"
"Anolis ortonii","Squamata",NA,"Dactyloidae","gbif_only"
"Pecari pecari","Mammalia","Artiodactyla","Tayassuidae","gbif_only"
"Akodon serrensis","Mammalia","Rodentia","Cricetidae","gbif_only"
"Anser cygnoides","Aves","Anseriformes","Anatidae","gbif_only"
"Ololygon littoreus","Amphibia","Anura","Hylidae","gbif_only"
"Leopardus guigna","Mammalia","Carnivora","Felidae","gbif_only"
"Sphiggurus villosus","Mammalia","Rodentia","Erethizontidae","gbif_only"
"Artibeus jamaicensis","Mammalia","Chiroptera","Phyllostomidae","gbif_only"
"Phyllotis xanthopygus","Mammalia","Rodentia","Cricetidae","gbif_only"
"Synallaxis brachyura","Aves","Passeriformes","Furnariidae","gbif_only"
"Ischnocnema feioi","Amphibia","Anura","Brachycephalidae","gbif_only"
"Ischnocnema parnaso","Amphibia","Anura","Brachycephalidae","gbif_only"
"Gallinago gallinago","Aves","Charadriiformes","Scolopacidae","gbif_only"
"Liolaemus wiegmannii","Squamata",NA,"Liolaemidae","gbif_only"
"Odontophrynus juquinha","Amphibia","Anura","Odontophrynidae","gbif_only"
"Proceratophrys itamari","Amphibia","Anura","Odontophrynidae","gbif_only"
"Pseudopaludicola restinga","Amphibia","Anura","Leptodactylidae","gbif_only"
"Brucepattersonius paradisus","Mammalia","Rodentia","Cricetidae","gbif_only"
"Colobosaura kraepelini","Squamata",NA,"Gymnophthalmidae","gbif_only"
"Tropidophis taczanowskyi","Squamata",NA,"Tropidophiidae","gbif_only"
"Bucco tamatia","Aves","Piciformes","Bucconidae","gbif_only"
"Plegadis falcinellus","Aves","Pelecaniformes","Threskiornithidae","gbif_only"
"Sphaenorhynchus platycephalus","Amphibia","Anura","Hylidae","gbif_only"
"Helicops nentur","Squamata",NA,"Colubridae","gbif_only"
"Dendropsophus nekronastes","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon kautskyi","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon flavoguttata","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon humilis","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon obtriangulata","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon albicans","Amphibia","Anura","Hylidae","gbif_only"
"Apostolepis thalesdelemai","Squamata",NA,"Colubridae","gbif_only"
"Glaucidium nana","Aves","Strigiformes","Strigidae","gbif_only"
"Synallaxis cinnamomea","Aves","Passeriformes","Furnariidae","gbif_only"
"Artibeus glaucus","Mammalia","Chiroptera","Phyllostomidae","gbif_only"
"Phyllodytes magnus","Amphibia","Anura","Hylidae","gbif_only"
"Gallinula melanops","Aves","Gruiformes","Rallidae","gbif_only"
"Ololygon faivovichi","Amphibia","Anura","Hylidae","gbif_only"
"Proceratophrys mantiqueira","Amphibia","Anura","Odontophrynidae","gbif_only"
"Ololygon ranki","Amphibia","Anura","Hylidae","gbif_only"
"Sphiggurus insidiosus","Mammalia","Rodentia","Erethizontidae","gbif_only"
"Ololygon belloni","Amphibia","Anura","Hylidae","gbif_only"
"Batrachemys tuberculata","Testudines",NA,"Chelidae","gbif_only"
"Brasiliscincus heathi","Squamata",NA,"Scincidae","gbif_only"
"Cercosaura olivacea","Squamata",NA,"Gymnophthalmidae","gbif_only"
"Riolestes capricornicus","Mammalia","Paucituberculata",NA,"gbif_only"
"Physalaemus fernandezae","Amphibia","Anura","Leptodactylidae","gbif_only"
"Chordeiles pusillus","Aves","Caprimulgiformes","Caprimulgidae","gbif_only"
"Myrmeciza loricata","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Felis catus","Mammalia","Carnivora","Felidae","gbif_only"
"Sphiggurus spinosus","Mammalia","Rodentia","Erethizontidae","gbif_only"
"Sturnella militaris","Aves","Passeriformes","Icteridae","gbif_only"
"Glaucomastix littoralis","Squamata",NA,"Teiidae","gbif_only"
"Loddigesia mirabilis","Aves","Apodiformes","Trochilidae","gbif_only"
"Lanius senator","Aves","Passeriformes","Laniidae","gbif_only"
"Clyomys bishopi","Mammalia","Rodentia","Echimyidae","gbif_only"
"Elaenia martinica","Aves","Passeriformes","Tyrannidae","gbif_only"
"Leptodactylus poecilochilus","Amphibia","Anura","Leptodactylidae","gbif_only"
"Tijuca atra","Aves","Passeriformes","Cotingidae","gbif_only"
"Pseudopaludicola florencei","Amphibia","Anura","Leptodactylidae","gbif_only"
"Laterallus albigularis","Aves","Gruiformes","Rallidae","gbif_only"
"Equus caballus","Mammalia","Perissodactyla","Equidae","gbif_only"
"Campephilus magellanicus","Aves","Piciformes","Picidae","gbif_only"
"Ololygon cosenzai","Amphibia","Anura","Hylidae","gbif_only"
"Hylaeamys laticeps","Mammalia","Rodentia","Cricetidae","gbif_only"
"Micoureus demerarae","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Oressochen jubatus","Aves","Anseriformes","Anatidae","gbif_only"
"Proceratophrys gladius","Amphibia","Anura","Odontophrynidae","gbif_only"
"Enyalius boulengeri","Squamata",NA,"Leiosauridae","gbif_only"
"Epictia australis","Squamata",NA,"Leptotyphlopidae","gbif_only"
"Myrmeciza ruficauda","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Brucepattersonius guarani","Mammalia","Rodentia","Cricetidae","gbif_only"
"Chiasmocleis bicegoi","Amphibia","Anura","Microhylidae","gbif_only"
"Calyptommatus frontalis","Squamata",NA,"Gymnophthalmidae","gbif_only"
"Nyctimantis arapapa","Amphibia","Anura","Hylidae","gbif_only"
"Megaelosia bocainensis","Amphibia","Anura","Hylodidae","gbif_only"
"Akodon affinis","Mammalia","Rodentia","Cricetidae","gbif_only"
"Phyllodytes amadoi","Amphibia","Anura","Hylidae","gbif_only"
"Odontophrynus toledoi","Amphibia","Anura","Odontophrynidae","gbif_only"
"Myrmeciza pelzelni","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Pseudopaludicola pusilla","Amphibia","Anura","Leptodactylidae","gbif_only"
"Lagostomus maximus","Mammalia","Rodentia","Chinchillidae","gbif_only"
"Ololygon ariadne","Amphibia","Anura","Hylidae","gbif_only"
"Pseudopaludicola atragula","Amphibia","Anura","Leptodactylidae","gbif_only"
"Craugastor fitzingeri","Amphibia","Anura","Craugastoridae","gbif_only"
"Lepus europaeus","Mammalia","Lagomorpha","Leporidae","gbif_only"
"Himantopus himantopus","Aves","Charadriiformes","Recurvirostridae","gbif_only"
"Chunga burmeisteri","Aves","Cariamiformes","Cariamidae","gbif_only"
"Paraungaliophis pricei","Squamata",NA,"Boidae","gbif_only"
"Eupetomena cirrochloris","Aves","Apodiformes","Trochilidae","gbif_only"
"Julianus pinimus","Amphibia","Anura","Hylidae","gbif_only"
"Piranga hepatica","Aves","Passeriformes","Cardinalidae","gbif_only"
"Ololygon machadoi","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon jureia","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon luizotavioi","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon muriciensis","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon trapicheiroi","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon centralis","Amphibia","Anura","Hylidae","gbif_only"
"Marmosopsis juradoi","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Mabuya mabouya","Squamata",NA,"Scincidae","gbif_only"
"Thylamys pusillus","Mammalia","Didelphimorphia","Didelphidae","gbif_only"
"Corallus priscus","Squamata",NA,"Boidae","gbif_only"
"Anolis fuscoauratus","Squamata",NA,"Dactyloidae","gbif_only"
"Lestodon armatus","Mammalia","Pilosa","Mylodontidae","gbif_only"
"Anolis nasofrontalis","Squamata",NA,"Dactyloidae","gbif_only"
"Copeoglossum nigropunctatum","Squamata",NA,"Scincidae","gbif_only"
"Dendrophryniscus jureia","Amphibia","Anura","Bufonidae","gbif_only"
"Eimeria akodonensis","Aves","Columbiformes","Columbidae","gbif_only"
"Phyllodytes praeceptor","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon v-signata","Amphibia","Anura","Hylidae","gbif_only"
"Xenops genibarbis","Aves","Passeriformes","Furnariidae","gbif_only"
"Lama glama","Mammalia","Artiodactyla","Camelidae","gbif_only"
"Megaelosia apuana","Amphibia","Anura","Hylodidae","gbif_only"
"Dendropsophus bromeliaceus","Amphibia","Anura","Hylidae","gbif_only"
"Mareca sibilatrix","Aves","Anseriformes","Anatidae","gbif_only"
"Zachaenus parvulus","Amphibia","Anura","Cycloramphidae","gbif_only"
"Aratinga mitrata","Aves","Psittaciformes","Psittacidae","gbif_only"
"Herpsilochmus sellowi","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Chlorosoma laticeps","Squamata",NA,"Colubridae","gbif_only"
"Carollia castanea","Mammalia","Chiroptera","Phyllostomidae","gbif_only"
"Sphaenorhynchus canga","Amphibia","Anura","Hylidae","gbif_only"
"Akodon aerosus","Mammalia","Rodentia","Cricetidae","gbif_only"
"Spheniscus humboldti","Aves","Sphenisciformes","Spheniscidae","gbif_only"
"Boana cambui","Amphibia","Anura","Hylidae","gbif_only"
"Amphisbaena occidentalis","Squamata",NA,"Amphisbaenidae","gbif_only"
"Physalaemus santafecinus","Amphibia","Anura","Leptodactylidae","gbif_only"
"Chiasmocleis lacrimae","Amphibia","Anura","Microhylidae","gbif_only"
"Rhinella casconi","Amphibia","Anura","Bufonidae","gbif_only"
"Ololygon longilinea","Amphibia","Anura","Hylidae","gbif_only"
"Pristimantis rupicola","Amphibia","Anura","Craugastoridae","gbif_only"
"Glaucomastix venetacauda","Squamata",NA,"Teiidae","gbif_only"
"Glaucomastix itabaianensis","Squamata",NA,"Teiidae","gbif_only"
"Cavia porcellus","Mammalia","Rodentia","Caviidae","gbif_only"
"Odontophrynus reigi","Amphibia","Anura","Odontophrynidae","gbif_only"
"Psilops mucugensis","Squamata",NA,"Gymnophthalmidae","gbif_only"
"Uberabatrachus carvalhoi","Amphibia","Anura","Ceratophryidae","gbif_only"
"Melanerpes pulcher","Aves","Piciformes","Picidae","gbif_only"
"Bobbschaefferia fluminensis","Mammalia","Didelphimorphia","Protodidelphidae","gbif_only"
"Anolis pseudotigrinus","Squamata",NA,"Dactyloidae","gbif_only"
"Agapornis roseicollis","Aves","Psittaciformes","Psittacidae","gbif_only"
"Apostolepis dorbignyi","Squamata",NA,"Colubridae","gbif_only"
"Sclerurus mexicanus","Aves","Passeriformes","Furnariidae","gbif_only"
"Epicrates alvarezi","Squamata",NA,"Boidae","gbif_only"
"Goldmania violiceps","Aves","Apodiformes","Trochilidae","gbif_only"
"Physalaemus araxa","Amphibia","Anura","Leptodactylidae","gbif_only"
"Chenonetta jubata","Aves","Anseriformes","Anatidae","gbif_only"
"Hechtophis austrinus","Squamata",NA,"Boidae","gbif_only"
"Podocnemis harrisi","Testudines",NA,"Podocnemididae","gbif_only"
"Leopardus colocolo","Mammalia","Carnivora","Felidae","gbif_only"
"Agapornis fischeri","Aves","Psittaciformes","Psittacidae","gbif_only"
"Corvus splendens","Aves","Passeriformes","Corvidae","gbif_only"
"Ololygon tripui","Amphibia","Anura","Hylidae","gbif_only"
"Myotis keaysi","Mammalia","Chiroptera","Vespertilionidae","gbif_only"
"Cranioleuca sulphurifera","Aves","Passeriformes","Furnariidae","gbif_only"
"Crossodactylus franciscanus","Amphibia","Anura","Hylodidae","gbif_only"
"Anurolimnas viridis","Aves","Gruiformes","Rallidae","gbif_only"
"Dasyprocta punctata","Mammalia","Rodentia","Dasyproctidae","gbif_only"
"Copeoglossum arajara","Squamata",NA,"Scincidae","gbif_only"
"Xiphorhynchus picus","Aves","Passeriformes","Furnariidae","gbif_only"
"Breviceps gibbosus","Amphibia","Anura","Brevicipitidae","gbif_only"
"Zachaenus carvalhoi","Amphibia","Anura","Cycloramphidae","gbif_only"
"Oligoryzomys fornesi","Mammalia","Rodentia","Cricetidae","gbif_only"
"Adelophrnne nordestina","Amphibia","Anura","Eleutherodactylidae","gbif_only"
"Julianus uruguayus","Amphibia","Anura","Hylidae","gbif_only"
"Notiochelidon cyanoleuca","Aves","Passeriformes","Hirundinidae","gbif_only"
"Ololygon caissara","Amphibia","Anura","Hylidae","gbif_only"
"Basiliscus vittatus","Squamata",NA,"Corytophanidae","gbif_only"
"Psychosaura macrorhyncha","Squamata",NA,"Scincidae","gbif_only"
"Euphonia musica","Aves","Passeriformes","Fringillidae","gbif_only"
"Ololygon canastrensis","Amphibia","Anura","Hylidae","gbif_only"
"Ololygon alcatraz","Amphibia","Anura","Hylidae","gbif_only"
"Nandayus nenday","Aves","Psittaciformes","Psittacidae","gbif_only"
"Leucopternis schistaceus","Aves","Accipitriformes","Accipitridae","gbif_only"
"Cardioderma cor","Mammalia","Chiroptera","Megadermatidae","gbif_only"
"Brasiliscincus agilis","Squamata",NA,"Scincidae","gbif_only"
"Aratinga aurea","Aves","Psittaciformes","Psittacidae","gbif_only"
"Stigmatura bahiae","Aves","Passeriformes","Tyrannidae","gbif_only"
"Ischnocnema garciai","Amphibia","Anura","Brachycephalidae","gbif_only"
"Mitu mitu","Aves","Galliformes","Cracidae","gbif_only"
"Waincophis pressulus","Squamata",NA,"Boidae","gbif_only"
"Ololygon hiemalis","Amphibia","Anura","Hylidae","gbif_only"
"Enyalius capetinga","Squamata",NA,"Leiosauridae","gbif_only"
"Psychosaura agmosticha","Squamata",NA,"Scincidae","gbif_only"
"Anolis neglectus","Squamata",NA,"Dactyloidae","gbif_only"
"Necromys temchuki","Mammalia","Rodentia","Cricetidae","gbif_only"
"Ischnocnema colibri","Amphibia","Anura","Brachycephalidae","gbif_only"
"Vultur gryphus","Aves","Accipitriformes","Cathartidae","gbif_only"
"Ololygon aromothyella","Amphibia","Anura","Hylidae","gbif_only"
"Myrmotherula luctuosa","Aves","Passeriformes","Thamnophilidae","gbif_only"
"Pyrrhura lepida","Aves","Psittaciformes","Psittacidae","gbif_only"
"Ololygon arduous","Amphibia","Anura","Hylidae","gbif_only"
"Rhinella stanlaii","Amphibia","Anura","Bufonidae","gbif_only"
"Brucepattersonius misionensis","Mammalia","Rodentia","Cricetidae","gbif_only"
"Pipile cujubi","Aves","Galliformes","Cracidae","gbif_only"
"Anolis brasiliensis","Squamata",NA,"Dactyloidae","gbif_only"
"Eleothreptus candicans","Aves","Caprimulgiformes","Caprimulgidae","gbif_only"
"Furnarius cristatus","Aves","Passeriformes","Furnariidae","gbif_only"
"Phyllopezus selmae","Squamata",NA,"Phyllodactylidae","gbif_only"
"Pseudopaludicola coracoralinae","Amphibia","Anura","Leptodactylidae","gbif_only"
"Phalotris nigrilatus","Squamata",NA,"Colubridae","gbif_only"
